ORIGINAL DATA,,,,,
Time,lambda2 Reactor,T2,TIC1,c,f
1489.59,1.51,,,,
1490.09,1.51,,,,
1490.59,1.51,,,,
1491.09,1.51,,,,
1491.59,1.51,,,,
1492.09,1.51,,,,
1492.59,1.51,,,,
1493.09,1.51,,,,
1493.59,1.51,,,,
1494.09,1.51,,,,
1494.59,1.51,,,,
1495.09,1.51,,,,
1495.59,1.51,,,,
1496.09,1.51,,,,
1496.59,1.51,,,,
1497.09,1.51,,,,
1497.6,1.51,,,,
1498.09,1.51,,,,
1498.59,1.51,,,,
1499.09,1.51,,,,
1499.59,1.51,,,,
1500.09,1.51,,,,
1500.59,1.51,,,,
1501.09,1.51,,,,
1501.59,1.51,,,,
1502.09,1.51,,,,
1502.59,1.51,,,,
1503.09,1.51,,,,
1503.59,1.51,,,,
1504.09,1.51,,,,
1504.59,1.51,,,,
1505.09,1.51,,,,
1505.59,1.51,,,,
1506.09,1.51,,,,
1506.59,1.51,,,,
1507.09,1.51,,,,
1507.59,1.51,,,,
1508.09,1.51,,,,
1508.59,1.51,,,,
1509.09,1.51,,,,
1509.59,1.51,,,,
1510.09,1.56,,,,
1510.59,1.51,,,,
1511.09,1.56,,,,
1511.59,1.51,,,,
1512.09,1.51,,,,
1512.59,1.51,,,,
1513.09,1.56,,,,
1513.59,1.51,,,,
1514.09,1.51,,,,
1514.59,1.51,,,,
1515.09,1.51,,,,
1515.59,1.51,,,,
1516.09,1.51,,,,
1516.59,1.51,,,,
1517.09,1.51,,,,
1517.59,1.51,,,,
1518.09,1.51,,,,
1518.59,1.51,,,,
1519.09,1.51,,,,
1519.59,1.51,,,,
1520.09,1.51,,,,
1520.59,1.51,,,,
1521.09,1.51,,,,
1521.59,1.51,,,,
1522.09,1.51,,,,
1522.59,1.51,,,,
1523.09,1.51,,,,
1523.59,1.51,,,,
1524.09,1.51,,,,
1524.59,1.51,,,,
1525.09,1.51,,,,
1525.59,1.51,,,,
1526.09,1.51,,,,
1526.59,1.51,,,,
1527.09,1.51,,,,
1527.59,1.51,,,,
1528.09,1.51,,,,
1528.59,1.51,,,,
1529.09,1.51,,,,
1529.59,1.51,,,,
1530.09,1.51,,,,
1530.59,1.51,,,,
1531.09,1.51,,,,
1531.59,1.51,,,,
1532.09,1.51,,,,
1532.59,1.51,,,,
1533.09,1.51,,,,
1533.59,1.51,,,,
1534.09,1.51,,,,
1534.59,1.51,,,,
1535.09,1.51,,,,
1535.59,1.51,,,,
1536.09,1.51,,,,
1536.59,1.51,,,,
1537.09,1.51,,,,
1537.59,1.51,,,,
1538.09,1.51,,,,
1538.59,1.51,,,,
1539.09,1.51,,,,
1539.59,1.51,,,,
1540.09,1.51,,,,
1540.59,1.56,,,,
1541.09,1.51,,,,
1541.59,1.51,,,,
1542.09,1.51,,,,
1542.59,1.51,,,,
1543.09,1.51,,,,
1543.59,1.51,,,,
1544.09,1.51,,,,
1544.59,1.51,,,,
1545.09,1.51,,,,
1545.59,1.51,,,,
1546.09,1.51,,,,
1546.59,1.51,,,,
1547.09,1.51,,,,
1547.59,1.51,,,,
1548.09,1.51,,,,
1548.59,1.51,,,,
1549.09,1.51,,,,
1549.59,1.56,,,,
1550.09,1.56,,,,
1550.59,1.51,,,,
1551.09,1.51,,,,
1551.59,1.51,,,,
1552.09,1.51,,,,
1552.59,1.51,,,,
1553.09,1.51,,,,
1553.59,1.51,,,,
1554.09,1.51,,,,
1554.59,1.51,,,,
1555.09,1.51,,,,
1555.59,1.51,,,,
1556.09,1.51,,,,
1556.59,1.51,,,,
1557.09,1.51,,,,
1557.59,1.51,,,,
1558.09,1.51,,,,
1558.59,1.51,,,,
1559.09,1.51,,,,
1559.59,1.51,,,,
1560.09,1.51,,,,
1560.59,1.51,,,,
1561.09,1.51,,,,
1561.59,1.51,,,,
1562.09,1.51,,,,
1562.59,1.51,,,,
1563.09,1.51,,,,
1563.59,1.51,,,,
1564.09,1.51,,,,
1564.59,1.51,,,,
1565.09,1.51,,,,
1565.59,1.51,,,,
1566.09,1.51,,,,
1566.59,1.51,,,,
1567.09,1.51,,,,
1567.59,1.51,,,,
1568.09,1.51,,,,
1568.59,1.51,,,,
1569.09,1.51,,,,
1569.59,1.51,,,,
1570.09,1.51,,,,
1570.59,1.51,,,,
1571.09,1.51,,,,
1571.59,1.51,,,,
1572.1,1.51,,,,
1572.59,1.51,,,,
1573.09,1.51,,,,
1573.59,1.51,,,,
1574.09,1.56,,,,
1574.59,1.56,,,,
1575.09,1.56,,,,
1575.59,1.56,,,,
1576.09,1.56,,,,
1576.59,1.56,,,,
1577.09,1.56,,,,
1577.59,1.56,,,,
1578.09,1.56,,,,
1578.59,1.56,,,,
1579.09,1.56,,,,
1579.59,1.56,,,,
1580.09,1.56,,,,
1580.59,1.56,,,,
1581.09,1.56,,,,
1581.59,1.56,,,,
1582.09,1.56,,,,
1582.59,1.56,,,,
1583.09,1.56,,,,
1583.59,1.51,,,,
1584.09,1.51,,,,
1584.67,1.51,,,,
1585.09,1.51,,,,
1585.59,1.51,,,,
1586.09,1.51,,,,
1586.59,1.56,,,,
1587.1,1.56,,,,
1587.59,1.56,,,,
1588.09,1.56,,,,
1588.59,1.56,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
