ORIGINAL DATA,,,,,
Time,lambda2 Reactor,T2,TIC1,c,f
901.59,3.96,,,,
902.09,3.96,,,,
902.59,3.96,,,,
903.09,3.96,,,,
903.59,3.96,,,,
904.09,3.86,,,,
904.59,3.76,,,,
905.09,3.66,,,,
905.59,3.56,,,,
906.09,3.56,,,,
906.59,3.56,,,,
907.09,3.56,,,,
907.59,3.56,,,,
908.09,3.56,,,,
908.59,3.61,,,,
909.09,3.61,,,,
909.59,3.61,,,,
910.09,3.61,,,,
910.59,3.66,,,,
911.09,3.66,,,,
911.59,3.66,,,,
912.09,3.71,,,,
912.59,3.71,,,,
913.09,3.71,,,,
913.59,3.71,,,,
914.09,3.71,,,,
914.59,3.71,,,,
915.09,3.71,,,,
915.59,3.66,,,,
916.09,3.66,,,,
916.59,3.61,,,,
917.09,3.61,,,,
917.59,3.56,,,,
918.09,3.56,,,,
918.59,3.56,,,,
919.09,3.56,,,,
919.59,3.56,,,,
920.09,3.56,,,,
920.59,3.56,,,,
921.09,3.56,,,,
921.59,3.61,,,,
922.09,3.61,,,,
922.59,3.61,,,,
923.09,3.61,,,,
923.59,3.61,,,,
924.09,3.66,,,,
924.59,3.66,,,,
925.09,3.66,,,,
925.59,3.66,,,,
926.09,3.66,,,,
926.59,3.76,,,,
927.09,3.81,,,,
927.59,3.91,,,,
928.09,3.96,,,,
928.59,4,,,,
929.09,4.05,,,,
929.59,4.05,,,,
930.09,4.05,,,,
930.59,4.05,,,,
931.09,4.05,,,,
931.59,4.05,,,,
932.09,4.05,,,,
932.59,4.05,,,,
933.09,4.05,,,,
933.59,4.05,,,,
934.09,4.05,,,,
934.59,4.1,,,,
935.09,4.1,,,,
935.59,4.1,,,,
936.09,4.15,,,,
936.59,4.2,,,,
937.09,4.44,,,,
937.59,4.74,,,,
938.09,4.74,,,,
938.59,4.74,,,,
939.09,4.74,,,,
939.59,4.74,,,,
940.09,4.74,,,,
940.59,4.74,,,,
941.09,4.74,,,,
941.59,4.74,,,,
942.09,4.74,,,,
942.59,4.74,,,,
943.09,4.74,,,,
943.59,4.79,,,,
944.09,4.79,,,,
944.59,4.83,,,,
945.09,4.83,,,,
945.59,4.83,,,,
946.09,4.83,,,,
946.59,4.83,,,,
947.09,4.88,,,,
947.59,4.93,,,,
948.09,4.93,,,,
948.59,4.93,,,,
949.09,4.93,,,,
949.59,4.93,,,,
950.09,4.93,,,,
950.59,4.83,,,,
951.09,4.83,,,,
951.59,4.69,,,,
952.09,4.54,,,,
952.59,4.39,,,,
953.09,4.35,,,,
953.59,4.25,,,,
954.09,4.1,,,,
954.59,4.05,,,,
955.09,3.86,,,,
955.59,3.76,,,,
956.09,3.56,,,,
956.59,3.47,,,,
957.09,3.32,,,,
957.59,3.12,,,,
958.09,2.93,,,,
958.59,2.88,,,,
959.09,2.69,,,,
959.59,2.54,,,,
960.1,2.39,,,,
960.59,2.34,,,,
961.09,2.15,,,,
961.59,2,,,,
962.09,1.86,,,,
962.59,1.76,,,,
963.09,1.66,,,,
963.59,1.56,,,,
964.09,1.46,,,,
964.59,1.42,,,,
965.09,1.27,,,,
965.59,1.22,,,,
966.09,1.12,,,,
966.59,1.07,,,,
967.09,0.98,,,,
967.59,0.93,,,,
968.09,0.93,,,,
968.59,0.88,,,,
969.09,0.83,,,,
969.59,0.73,,,,
970.09,0.73,,,,
970.59,0.68,,,,
971.09,0.68,,,,
971.59,0.68,,,,
972.09,0.63,,,,
972.59,0.59,,,,
973.09,0.54,,,,
973.59,0.54,,,,
974.09,0.54,,,,
974.59,0.54,,,,
975.09,0.49,,,,
975.59,0.49,,,,
976.09,0.49,,,,
976.59,0.44,,,,
977.09,0.44,,,,
977.59,0.44,,,,
978.09,0.44,,,,
978.59,0.39,,,,
979.09,0.39,,,,
979.59,0.39,,,,
980.09,0.39,,,,
980.59,0.34,,,,
981.09,0.34,,,,
981.59,0.34,,,,
982.09,0.34,,,,
982.59,0.34,,,,
983.09,0.34,,,,
983.59,0.34,,,,
984.09,0.34,,,,
984.59,0.34,,,,
985.09,0.34,,,,
985.59,0.34,,,,
986.09,0.34,,,,
986.59,0.34,,,,
987.09,0.34,,,,
987.59,0.34,,,,
988.09,0.34,,,,
988.59,0.34,,,,
989.09,0.34,,,,
989.59,0.34,,,,
990.09,0.34,,,,
990.59,0.34,,,,
991.09,0.34,,,,
991.59,0.34,,,,
992.09,0.34,,,,
992.59,0.34,,,,
993.09,0.34,,,,
993.59,0.34,,,,
994.09,0.34,,,,
994.59,0.34,,,,
995.09,0.29,,,,
995.59,0.34,,,,
996.09,0.29,,,,
996.59,0.34,,,,
997.09,0.34,,,,
997.59,0.34,,,,
998.09,0.34,,,,
998.59,0.34,,,,
999.09,0.34,,,,
1019.94,0.34,,,,
1020,0.34,,,,
1020.09,0.34,,,,
1020.59,0.34,,,,
1021.09,0.34,,,,
1021.59,0.34,,,,
1022.09,0.34,,,,
1022.64,0.34,,,,
1023.09,0.34,,,,
1023.59,0.34,,,,
1024.09,0.34,,,,
1024.89,0.34,,,,
1025.09,0.34,,,,
1025.59,0.34,,,,
1026.09,0.34,,,,
1026.68,0.34,,,,
1027.28,0.34,,,,
1027.6,0.34,,,,
1028.1,0.34,,,,
1028.62,0.34,,,,
1029.1,0.34,,,,
1029.61,0.34,,,,
1030.09,0.34,,,,
1030.59,0.34,,,,
1031.1,0.34,,,,
1031.59,0.34,,,,
1032.09,0.34,,,,
1032.59,0.34,,,,
1033.09,0.34,,,,
1033.59,0.34,,,,
1034.09,0.34,,,,
1034.59,0.34,,,,
1035.09,0.34,,,,
1035.59,0.34,,,,
1036.09,0.34,,,,
1036.59,0.34,,,,
1037.09,0.34,,,,
1037.59,0.34,,,,
1038.09,0.34,,,,
1038.59,0.34,,,,
1039.09,0.34,,,,
1039.59,0.34,,,,
1040.09,0.34,,,,
1040.59,0.34,,,,
1041.09,0.34,,,,
1041.59,0.34,,,,
1042.09,0.34,,,,
1042.59,0.29,,,,
1043.11,0.29,,,,
1043.61,0.29,,,,
1044.09,0.29,,,,
1044.63,0.29,,,,
1045.09,0.29,,,,
1045.59,0.29,,,,
1046.09,0.29,,,,
1046.59,0.29,,,,
1047.09,0.29,,,,
1047.59,0.29,,,,
1048.09,0.29,,,,
1048.59,0.29,,,,
1049.09,0.29,,,,
1049.59,0.29,,,,
1050.09,0.29,,,,
1050.59,0.29,,,,
1051.09,0.29,,,,
1051.59,0.29,,,,
1052.09,0.29,,,,
1052.59,0.29,,,,
1053.09,0.29,,,,
1053.59,0.29,,,,
1054.09,0.34,,,,
1054.59,0.29,,,,
1079.74,0.29,,,,
1079.81,0.29,,,,
1080.09,0.29,,,,
1080.59,0.29,,,,
1081.09,0.29,,,,
1081.59,0.29,,,,
1082.09,0.24,,,,
1082.59,0.24,,,,
1083.09,0.24,,,,
1083.59,0.24,,,,
1084.09,0.24,,,,
1084.59,0.29,,,,
1085.09,0.24,,,,
1085.59,0.29,,,,
1086.09,0.24,,,,
1086.59,0.29,,,,
1087.09,0.29,,,,
1087.59,0.29,,,,
1088.09,0.29,,,,
1088.59,0.29,,,,
1089.09,0.29,,,,
1089.6,0.29,,,,
1090.09,0.29,,,,
1090.59,0.29,,,,
1091.09,0.29,,,,
1091.59,0.29,,,,
1092.09,0.29,,,,
1092.59,0.29,,,,
1093.09,0.29,,,,
1093.59,0.29,,,,
1094.09,0.29,,,,
1094.59,0.34,,,,
1095.09,0.29,,,,
1095.59,0.34,,,,
1096.09,0.29,,,,
1096.59,0.34,,,,
1097.09,0.29,,,,
1097.59,0.34,,,,
1098.09,0.29,,,,
1098.59,0.34,,,,
1099.09,0.29,,,,
1099.59,0.34,,,,
1100.09,0.29,,,,
1100.6,0.34,,,,
1101.09,0.29,,,,
1101.59,0.34,,,,
1102.09,0.29,,,,
1102.59,0.34,,,,
1103.09,0.29,,,,
1103.59,0.34,,,,
1104.09,0.34,,,,
1104.59,0.34,,,,
1105.09,0.34,,,,
1105.59,0.34,,,,
1106.09,0.34,,,,
1106.59,0.34,,,,
1107.09,0.34,,,,
1107.59,0.34,,,,
1108.09,0.34,,,,
1108.59,0.34,,,,
1109.09,0.34,,,,
1109.59,0.34,,,,
1110.09,0.34,,,,
1110.59,0.34,,,,
1111.09,0.34,,,,
1111.59,0.34,,,,
1112.09,0.34,,,,
1112.6,0.34,,,,
1113.09,0.34,,,,
1113.59,0.34,,,,
1114.09,0.34,,,,
1114.59,0.34,,,,
1115.09,0.34,,,,
1115.59,0.34,,,,
1116.09,0.34,,,,
1116.59,0.34,,,,
1117.09,0.34,,,,
1117.6,0.34,,,,
1118.09,0.34,,,,
1118.59,0.34,,,,
1119.09,0.34,,,,
1119.59,0.34,,,,
1120.09,0.34,,,,
1120.59,0.34,,,,
1121.09,0.34,,,,
1121.59,0.34,,,,
1122.09,0.34,,,,
1122.59,0.34,,,,
1123.09,0.34,,,,
1123.59,0.34,,,,
1124.09,0.34,,,,
1124.59,0.34,,,,
1125.09,0.34,,,,
1125.59,0.34,,,,
1126.09,0.34,,,,
1126.59,0.34,,,,
1127.09,0.34,,,,
1127.59,0.34,,,,
1128.09,0.34,,,,
1128.6,0.34,,,,
1129.09,0.34,,,,
1129.59,0.34,,,,
1130.09,0.34,,,,
1130.59,0.34,,,,
1131.09,0.34,,,,
1131.59,0.34,,,,
1132.09,0.34,,,,
1132.59,0.34,,,,
1133.09,0.34,,,,
1133.59,0.34,,,,
1134.09,0.34,,,,
1134.59,0.34,,,,
1135.09,0.34,,,,
1135.59,0.34,,,,
1136.09,0.34,,,,
1136.59,0.34,,,,
1137.09,0.34,,,,
1137.59,0.34,,,,
1138.09,0.34,,,,
1138.59,0.34,,,,
1139.09,0.34,,,,
1139.59,0.34,,,,
1140.09,0.34,,,,
1140.59,0.34,,,,
1141.09,0.34,,,,
1141.59,0.34,,,,
1142.09,0.34,,,,
1142.59,0.34,,,,
1143.09,0.34,,,,
1143.6,0.34,,,,
1144.09,0.34,,,,
1144.59,0.34,,,,
1145.09,0.34,,,,
1145.59,0.34,,,,
1146.09,0.34,,,,
1146.59,0.34,,,,
1147.09,0.34,,,,
1147.59,0.34,,,,
1148.09,0.34,,,,
1148.59,0.34,,,,
1149.09,0.34,,,,
1149.59,0.34,,,,
1150.09,0.34,,,,
1150.59,0.34,,,,
1151.09,0.34,,,,
1151.59,0.34,,,,
1152.1,0.34,,,,
1152.59,0.34,,,,
1153.09,0.34,,,,
1153.59,0.34,,,,
1154.09,0.34,,,,
1154.59,0.34,,,,
1155.09,0.34,,,,
1155.59,0.34,,,,
1156.09,0.34,,,,
1156.59,0.34,,,,
1157.09,0.34,,,,
1157.59,0.34,,,,
1158.09,0.34,,,,
1158.59,0.34,,,,
1159.09,0.34,,,,
1159.59,0.34,,,,
1160.09,0.34,,,,
1160.59,0.34,,,,
1161.09,0.34,,,,
1161.59,0.34,,,,
1162.09,0.34,,,,
1162.59,0.34,,,,
1163.09,0.34,,,,
1163.59,0.34,,,,
1164.09,0.34,,,,
1164.59,0.34,,,,
1165.09,0.34,,,,
1165.59,0.34,,,,
1166.18,0.34,,,,
1166.59,0.34,,,,
1167.09,0.34,,,,
1167.59,0.34,,,,
1168.09,0.34,,,,
1168.59,0.34,,,,
1169.09,0.34,,,,
1169.59,0.34,,,,
1170.09,0.34,,,,
1170.59,0.34,,,,
1171.09,0.34,,,,
1171.59,0.34,,,,
1172.09,0.34,,,,
1172.59,0.34,,,,
1173.09,0.34,,,,
1173.59,0.34,,,,
1174.09,0.34,,,,
1174.59,0.34,,,,
1175.09,0.34,,,,
1175.59,0.34,,,,
1176.09,0.34,,,,
1176.59,0.34,,,,
1177.09,0.34,,,,
1177.59,0.34,,,,
1178.09,0.34,,,,
1178.59,0.34,,,,
1179.09,0.34,,,,
1179.59,0.34,,,,
1180.09,0.34,,,,
1180.59,0.34,,,,
1181.09,0.34,,,,
1181.59,0.34,,,,
1182.09,0.34,,,,
1182.59,0.29,,,,
1183.09,0.34,,,,
1183.59,0.29,,,,
1184.09,0.34,,,,
1184.59,0.29,,,,
1185.09,0.34,,,,
1185.59,0.29,,,,
1186.09,0.34,,,,
1186.59,0.29,,,,
1187.09,0.34,,,,
1187.59,0.29,,,,
1188.09,0.34,,,,
1188.59,0.29,,,,
1189.09,0.34,,,,
1189.59,0.29,,,,
1190.09,0.34,,,,
1190.59,0.29,,,,
1191.09,0.34,,,,
1191.59,0.29,,,,
1192.09,0.34,,,,
1192.59,0.29,,,,
1193.09,0.34,,,,
1193.59,0.29,,,,
1194.09,0.34,,,,
1194.59,0.29,,,,
1195.09,0.34,,,,
1195.59,0.29,,,,
1196.09,0.34,,,,
1196.59,0.29,,,,
1197.09,0.34,,,,
1197.59,0.29,,,,
1198.09,0.34,,,,
1198.59,0.29,,,,
1199.09,0.34,,,,
1199.59,0.29,,,,
1200.09,0.34,,,,
1200.59,0.29,,,,
1201.09,0.34,,,,
1201.59,0.29,,,,
1202.09,0.34,,,,
1202.59,0.29,,,,
1203.09,0.34,,,,
1203.59,0.34,,,,
1204.09,0.34,,,,
1204.59,0.34,,,,
1205.09,0.34,,,,
1205.59,0.34,,,,
1206.09,0.34,,,,
1206.59,0.34,,,,
1207.09,0.34,,,,
1207.59,0.29,,,,
1208.09,0.29,,,,
1208.59,0.29,,,,
1209.09,0.24,,,,
1209.59,0.24,,,,
1210.09,0.24,,,,
1210.59,0.24,,,,
1211.09,0.24,,,,
1211.59,0.24,,,,
1212.09,0.24,,,,
1212.59,0.24,,,,
1213.09,0.24,,,,
1213.59,0.24,,,,
1214.09,0.24,,,,
1214.59,0.24,,,,
1215.09,0.24,,,,
1215.59,0.29,,,,
1216.09,0.29,,,,
1216.59,0.29,,,,
1217.09,0.29,,,,
1217.59,0.29,,,,
1218.09,0.29,,,,
1218.59,0.29,,,,
1219.09,0.24,,,,
1219.59,0.24,,,,
1220.09,0.29,,,,
1220.6,0.29,,,,
1221.09,0.29,,,,
1221.59,0.29,,,,
1222.09,0.29,,,,
1222.59,0.29,,,,
1223.09,0.29,,,,
1223.59,0.29,,,,
1224.09,0.29,,,,
1224.59,0.34,,,,
1225.09,0.34,,,,
1225.59,0.34,,,,
1226.09,0.34,,,,
1226.59,0.34,,,,
1227.09,0.34,,,,
1227.59,0.34,,,,
1228.09,0.34,,,,
1228.59,0.34,,,,
1229.09,0.34,,,,
1229.59,0.34,,,,
1230.09,0.34,,,,
1230.59,0.34,,,,
1231.09,0.34,,,,
1231.59,0.34,,,,
1232.09,0.34,,,,
1232.6,0.34,,,,
1233.09,0.34,,,,
1233.59,0.34,,,,
1234.09,0.34,,,,
1234.59,0.34,,,,
1235.09,0.34,,,,
1235.59,0.34,,,,
1236.09,0.34,,,,
1236.59,0.34,,,,
1237.09,0.34,,,,
1237.59,0.34,,,,
1238.09,0.34,,,,
1238.6,0.34,,,,
1239.09,0.34,,,,
1239.6,0.34,,,,
1240.09,0.34,,,,
1240.6,0.34,,,,
1241.09,0.34,,,,
1241.59,0.34,,,,
1242.09,0.34,,,,
1242.6,0.34,,,,
1243.13,0.34,,,,
1243.59,0.34,,,,
1244.09,0.34,,,,
1244.59,0.34,,,,
1245.09,0.34,,,,
1245.59,0.29,,,,
1246.09,0.29,,,,
1246.59,0.29,,,,
1247.09,0.29,,,,
1247.59,0.29,,,,
1248.09,0.29,,,,
1248.59,0.29,,,,
1249.09,0.29,,,,
1249.59,0.29,,,,
1250.09,0.29,,,,
1250.59,0.29,,,,
1251.09,0.29,,,,
1251.62,0.29,,,,
1252.09,0.29,,,,
1252.59,0.29,,,,
1253.09,0.29,,,,
1253.59,0.29,,,,
1254.09,0.29,,,,
1254.59,0.29,,,,
1255.09,0.29,,,,
1255.63,0.29,,,,
1256.09,0.29,,,,
1256.59,0.29,,,,
1257.09,0.29,,,,
1257.59,0.29,,,,
1258.09,0.29,,,,
1258.59,0.29,,,,
1259.09,0.29,,,,
1259.59,0.29,,,,
1260.09,0.29,,,,
1260.59,0.29,,,,
1261.09,0.29,,,,
1261.59,0.29,,,,
1262.09,0.29,,,,
1262.59,0.29,,,,
1263.09,0.29,,,,
1263.59,0.29,,,,
1264.09,0.29,,,,
1264.59,0.29,,,,
1265.09,0.29,,,,
1265.59,0.29,,,,
1266.09,0.29,,,,
1266.59,0.29,,,,
1267.09,0.29,,,,
1267.59,0.29,,,,
1268.09,0.29,,,,
1268.59,0.29,,,,
1269.09,0.29,,,,
1269.6,0.29,,,,
1270.09,0.29,,,,
1270.59,0.29,,,,
1271.09,0.29,,,,
1271.59,0.29,,,,
1272.09,0.29,,,,
1272.59,0.29,,,,
1273.09,0.29,,,,
1273.59,0.29,,,,
1274.09,0.29,,,,
1274.59,0.29,,,,
1275.09,0.29,,,,
1275.59,0.29,,,,
1276.09,0.29,,,,
1276.59,0.29,,,,
1277.09,0.29,,,,
1277.59,0.29,,,,
1278.09,0.29,,,,
1278.59,0.29,,,,
1279.09,0.29,,,,
1279.59,0.29,,,,
1280.09,0.29,,,,
1280.59,0.29,,,,
1281.09,0.29,,,,
1281.59,0.29,,,,
1282.09,0.29,,,,
1282.59,0.29,,,,
1283.09,0.29,,,,
1283.59,0.29,,,,
1284.09,0.29,,,,
1284.59,0.29,,,,
1285.09,0.29,,,,
1285.59,0.29,,,,
1286.09,0.24,,,,
1286.59,0.29,,,,
1287.09,0.29,,,,
1287.6,0.29,,,,
1288.09,0.29,,,,
1288.59,0.29,,,,
1289.09,0.29,,,,
1289.59,0.29,,,,
1290.09,0.29,,,,
1290.59,0.29,,,,
1291.09,0.34,,,,
1291.59,0.34,,,,
1292.09,0.34,,,,
1292.59,0.34,,,,
1293.09,0.34,,,,
1293.59,0.34,,,,
1294.09,0.34,,,,
1294.59,0.34,,,,
1295.09,0.34,,,,
1295.59,0.34,,,,
1296.09,0.34,,,,
1296.59,0.34,,,,
1297.09,0.34,,,,
1297.59,0.34,,,,
1298.09,0.34,,,,
1298.59,0.34,,,,
1299.09,0.34,,,,
1299.59,0.34,,,,
1300.09,0.29,,,,
1300.59,0.29,,,,
1301.09,0.29,,,,
1301.59,0.29,,,,
1302.09,0.29,,,,
1302.59,0.29,,,,
1303.09,0.29,,,,
1303.59,0.29,,,,
1304.09,0.24,,,,
1304.6,0.24,,,,
1305.09,0.24,,,,
1305.59,0.24,,,,
1306.09,0.24,,,,
1306.59,0.24,,,,
1307.09,0.24,,,,
1307.59,0.24,,,,
1308.09,0.24,,,,
1308.59,0.24,,,,
1309.09,0.24,,,,
1309.59,0.24,,,,
1310.09,0.24,,,,
1310.59,0.24,,,,
1311.09,0.24,,,,
1311.59,0.2,,,,
1312.09,0.24,,,,
1312.59,0.2,,,,
1313.09,0.2,,,,
1313.6,0.2,,,,
1314.09,0.2,,,,
1314.59,0.15,,,,
1315.09,0.2,,,,
1315.59,0.15,,,,
1316.09,0.2,,,,
1316.59,0.15,,,,
1317.09,0.15,,,,
1317.6,0.15,,,,
1318.09,0.15,,,,
1318.6,0.15,,,,
1319.09,0.15,,,,
1319.6,0.15,,,,
1320.09,0.15,,,,
1320.59,0.15,,,,
1321.09,0.15,,,,
1321.59,0.15,,,,
1322.09,0.15,,,,
1322.59,0.15,,,,
1323.09,0.15,,,,
1323.6,0.15,,,,
1324.09,0.15,,,,
1324.59,0.15,,,,
1325.09,0.15,,,,
1325.59,0.15,,,,
1326.09,0.15,,,,
1326.6,0.1,,,,
1327.09,0.1,,,,
1327.6,0.1,,,,
1328.09,0.1,,,,
1328.59,0.1,,,,
1329.09,0.1,,,,
1329.59,0.1,,,,
1330.09,0.1,,,,
1330.6,0.1,,,,
1331.09,0.15,,,,
1331.6,0.15,,,,
1332.09,0.15,,,,
1332.6,0.15,,,,
1333.09,0.15,,,,
1333.59,0.15,,,,
1334.09,0.15,,,,
1334.59,0.15,,,,
1335.09,0.15,,,,
1335.59,0.15,,,,
1336.09,0.15,,,,
1336.59,0.15,,,,
1337.09,0.15,,,,
1337.59,0.15,,,,
1338.09,0.15,,,,
1338.59,0.15,,,,
1339.09,0.15,,,,
1339.6,0.15,,,,
1340.09,0.15,,,,
1340.59,0.15,,,,
1341.09,0.15,,,,
1341.59,0.15,,,,
1342.09,0.15,,,,
1342.59,0.15,,,,
1343.09,0.15,,,,
1343.6,0.15,,,,
1344.09,0.15,,,,
1344.59,0.15,,,,
1345.09,0.15,,,,
1345.6,0.2,,,,
1346.09,0.24,,,,
1346.59,0.24,,,,
1347.09,0.24,,,,
1347.59,0.24,,,,
1348.09,0.24,,,,
1348.6,0.24,,,,
1349.09,0.24,,,,
1349.59,0.29,,,,
1350.09,0.29,,,,
1350.59,0.29,,,,
1351.09,0.29,,,,
1351.59,0.29,,,,
1352.09,0.29,,,,
1352.59,0.29,,,,
1353.09,0.29,,,,
1353.6,0.34,,,,
1354.09,0.34,,,,
1354.59,0.34,,,,
1355.09,0.34,,,,
1355.59,0.34,,,,
1356.09,0.34,,,,
1356.59,0.34,,,,
1357.09,0.34,,,,
1357.59,0.34,,,,
1358.09,0.34,,,,
1358.6,0.34,,,,
1359.09,0.34,,,,
1359.59,0.34,,,,
1360.09,0.34,,,,
1360.59,0.34,,,,
1361.09,0.34,,,,
1361.59,0.34,,,,
1362.09,0.34,,,,
1362.59,0.34,,,,
1363.09,0.34,,,,
1363.59,0.34,,,,
1364.09,0.34,,,,
1364.59,0.34,,,,
1365.09,0.34,,,,
1365.59,0.34,,,,
1366.09,0.34,,,,
1366.59,0.34,,,,
1367.09,0.34,,,,
1367.59,0.34,,,,
1368.09,0.34,,,,
1368.59,0.34,,,,
1369.09,0.34,,,,
1369.6,0.34,,,,
1370.09,0.34,,,,
1370.59,0.34,,,,
1371.09,0.34,,,,
1371.59,0.34,,,,
1372.09,0.34,,,,
1372.6,0.34,,,,
1373.09,0.34,,,,
1373.59,0.34,,,,
1374.09,0.34,,,,
1374.59,0.34,,,,
1375.09,0.34,,,,
1375.59,0.34,,,,
1376.09,0.34,,,,
1376.59,0.34,,,,
1377.09,0.34,,,,
1377.59,0.34,,,,
1378.09,0.34,,,,
1378.59,0.34,,,,
1379.09,0.34,,,,
1379.59,0.34,,,,
1380.09,0.34,,,,
1380.6,0.34,,,,
1381.09,0.29,,,,
1381.59,0.29,,,,
1382.09,0.34,,,,
1382.59,0.34,,,,
1383.09,0.34,,,,
1383.59,0.34,,,,
1384.09,0.29,,,,
1384.59,0.34,,,,
1385.09,0.29,,,,
1385.59,0.34,,,,
1386.09,0.34,,,,
1386.59,0.34,,,,
1387.09,0.34,,,,
1387.59,0.34,,,,
1388.09,0.29,,,,
1388.59,0.29,,,,
1389.09,0.29,,,,
1389.59,0.29,,,,
1390.09,0.29,,,,
1390.59,0.29,,,,
1391.09,0.29,,,,
1391.59,0.29,,,,
1392.09,0.29,,,,
1392.59,0.29,,,,
1393.09,0.29,,,,
1393.59,0.29,,,,
1394.09,0.29,,,,
1394.6,0.29,,,,
1395.09,0.29,,,,
1395.59,0.29,,,,
1396.09,0.29,,,,
1396.59,0.29,,,,
1397.09,0.29,,,,
1397.59,0.29,,,,
1398.09,0.29,,,,
1398.6,0.29,,,,
1399.09,0.29,,,,
1399.59,0.29,,,,
1400.09,0.29,,,,
1400.59,0.29,,,,
1401.09,0.29,,,,
1401.6,0.29,,,,
1402.09,0.29,,,,
1402.59,0.29,,,,
1403.09,0.29,,,,
1403.59,0.29,,,,
1404.09,0.29,,,,
1404.59,0.29,,,,
1405.09,0.29,,,,
1405.59,0.34,,,,
1406.09,0.34,,,,
1406.59,0.29,,,,
1407.09,0.29,,,,
1407.59,0.29,,,,
1408.09,0.34,,,,
1408.59,0.34,,,,
1409.09,0.34,,,,
1409.59,0.34,,,,
1410.09,0.34,,,,
1410.6,0.34,,,,
1411.09,0.34,,,,
1411.59,0.34,,,,
1412.09,0.34,,,,
1412.59,0.34,,,,
1413.09,0.34,,,,
1413.59,0.34,,,,
1414.09,0.34,,,,
1414.59,0.34,,,,
1415.09,0.34,,,,
1415.59,0.34,,,,
1416.09,0.34,,,,
1416.59,0.34,,,,
1417.09,0.34,,,,
1417.59,0.34,,,,
1418.09,0.34,,,,
1418.59,0.34,,,,
1419.09,0.34,,,,
1419.59,0.34,,,,
1420.09,0.34,,,,
1420.59,0.34,,,,
1421.09,0.34,,,,
1421.59,0.34,,,,
1422.09,0.34,,,,
1422.6,0.34,,,,
1423.09,0.34,,,,
1423.59,0.34,,,,
1424.09,0.29,,,,
1424.59,0.29,,,,
1425.09,0.29,,,,
1425.59,0.29,,,,
1426.09,0.29,,,,
1426.59,0.29,,,,
1427.09,0.29,,,,
1427.59,0.29,,,,
1428.09,0.29,,,,
1428.59,0.29,,,,
1429.09,0.29,,,,
1429.59,0.29,,,,
1430.09,0.29,,,,
1430.59,0.29,,,,
1431.09,0.29,,,,
1431.59,0.29,,,,
1432.09,0.29,,,,
1432.59,0.29,,,,
1433.09,0.29,,,,
1433.6,0.29,,,,
1434.09,0.29,,,,
1434.59,0.29,,,,
1435.09,0.29,,,,
1435.59,0.34,,,,
1436.09,0.34,,,,
1436.59,1.32,,,,
1437.09,1.51,,,,
1437.6,1.51,,,,
1438.09,1.51,,,,
1438.59,1.51,,,,
1439.09,1.51,,,,
1439.59,1.51,,,,
1440.09,1.51,,,,
1440.59,1.51,,,,
1441.09,1.51,,,,
1441.59,1.51,,,,
1442.09,1.51,,,,
1442.59,1.51,,,,
1443.09,1.51,,,,
1443.59,1.51,,,,
1444.09,1.51,,,,
1444.59,1.51,,,,
1445.09,1.51,,,,
1445.59,1.51,,,,
1446.09,1.51,,,,
1446.59,1.51,,,,
1447.09,1.51,,,,
1447.59,1.51,,,,
1448.09,1.51,,,,
1448.59,1.51,,,,
1449.09,1.51,,,,
1449.59,1.51,,,,
1450.09,1.51,,,,
1450.6,1.51,,,,
1451.09,1.51,,,,
1451.59,1.51,,,,
1452.09,1.51,,,,
1452.59,1.51,,,,
1453.09,1.51,,,,
1453.59,1.51,,,,
1454.09,1.51,,,,
1454.59,1.51,,,,
1455.09,1.51,,,,
1455.59,1.51,,,,
1456.09,1.51,,,,
1456.59,1.51,,,,
1457.09,1.51,,,,
1457.59,1.51,,,,
1458.09,1.51,,,,
1458.59,1.51,,,,
1459.09,1.51,,,,
1459.59,1.51,,,,
1460.09,1.51,,,,
1460.59,1.51,,,,
1461.09,1.51,,,,
1461.6,1.51,,,,
1462.09,1.51,,,,
1462.59,1.51,,,,
1463.09,1.51,,,,
1463.6,1.51,,,,
1464.09,1.51,,,,
1464.59,1.51,,,,
1465.09,1.51,,,,
1465.59,1.51,,,,
1466.09,1.51,,,,
1466.59,1.51,,,,
1467.09,1.51,,,,
1467.59,1.51,,,,
1468.09,1.51,,,,
1468.59,1.51,,,,
1469.09,1.51,,,,
1469.59,1.51,,,,
1470.09,1.51,,,,
1470.59,1.51,,,,
1471.1,1.51,,,,
1471.59,1.51,,,,
1472.09,1.51,,,,
1472.59,1.51,,,,
1473.09,1.51,,,,
1473.59,1.51,,,,
1474.09,1.51,,,,
1474.59,1.51,,,,
1475.09,1.51,,,,
1475.59,1.51,,,,
1476.09,1.51,,,,
1476.59,1.51,,,,
1477.09,1.51,,,,
1477.59,1.51,,,,
1478.09,1.51,,,,
1478.59,1.51,,,,
1479.09,1.51,,,,
1479.59,1.51,,,,
1480.09,1.51,,,,
1480.59,1.51,,,,
1481.09,1.51,,,,
1481.59,1.51,,,,
1482.09,1.51,,,,
1482.59,1.51,,,,
1483.09,1.51,,,,
1483.59,1.51,,,,
1484.09,1.56,,,,
1484.59,1.56,,,,
1485.09,1.51,,,,
1485.59,1.56,,,,
1486.09,1.56,,,,
1486.6,1.56,,,,
1487.09,1.51,,,,
1487.59,1.51,,,,
1488.09,1.51,,,,
1488.59,1.51,,,,
1489.09,1.51,,,,
